Filename,Touches
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,"{'count': 5, 'commits': [{'author': 'grubeli', 'date': '2021-11-16T14:04:57Z', 'filename': 'app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt'}, {'author': 'Scott Alexander-Bown', 'date': '2021-05-24T07:46:20Z', 'filename': 'app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt'}, {'author': 'Scott Alexander-Bown', 'date': '2021-05-24T07:45:07Z', 'filename': 'app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt'}, {'author': 'Scott Alexander-Bown', 'date': '2021-05-21T14:40:38Z', 'filename': 'app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt'}, {'author': 'Scott Alexander-Bown', 'date': '2021-05-08T14:18:37Z', 'filename': 'app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt'}]}"
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,"{'count': 10, 'commits': [{'author': 'Matthew Rollings', 'date': '2021-05-24T07:35:11Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Scott Alexander-Bown', 'date': '2021-05-08T14:18:37Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Matthew Rollings', 'date': '2019-03-14T12:24:58Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Matthew Rollings', 'date': '2017-03-29T11:18:37Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Scott Alexander-Bown', 'date': '2015-06-30T14:45:20Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Matthew Rollings', 'date': '2015-06-30T14:36:54Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Scott Alexander-Bown', 'date': '2015-06-30T14:14:20Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Matthew Rollings', 'date': '2015-06-30T14:14:02Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Matthew Rollings', 'date': '2015-06-26T15:57:05Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}, {'author': 'Scott Alexander-Bown', 'date': '2015-06-26T15:50:40Z', 'filename': 'rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java'}]}"
